iota	chirp_mass	phi_1	chi_p	tilt_1	dec	mass_1	mass_2	chi_eff	total_mass	mass_ratio	psi	phi_jl	phi_2	phi_12	total_mass_source	theta_jn	a_1	phase	ra	mass_2_source	luminosity_distance	a_2	chirp_mass_source	tilt_2	mass_1_source	redshift
2.806482311892323001e+00	3.765461708338351343e+01	5.863499426668346004e-01	4.295752278817918657e-01	4.796054629595590257e-01	5.248473399999999955e-01	7.524626899999999807e+01	2.622131900000000115e+01	6.848440630042733623e-01	1.014675880000000063e+02	3.484733442398321168e-01	1.505333968649355869e+00	2.104527320179215177e+00	6.240912917118025760e+00	5.654562974451191160e+00	4.913889496861259687e+01	3.018342007470888433e+00	9.309667436380862915e-01	4.397036697091262880e+00	5.606691400000000769e+00	1.269850467204843802e+01	7.333658000000000357e+03	6.077495986576016973e-01	1.823544158695984763e+01	1.092052473853661443e+00	3.644039029656416062e+01	1.064913915235828679e+00
2.243964719684448550e+00	1.166360050701168376e+02	9.136906196645444567e-02	1.410036545467194535e-01	2.599481290815268686e+00	-4.729246899999999809e-01	1.760446000000000026e+02	1.034026400000000052e+02	-1.962599310544809184e-01	2.794472400000000221e+02	5.873661560763577816e-01	1.650702495423752358e+00	4.893058289250393322e+00	4.170158861861800403e+00	4.078789799895345958e+00	1.075258320374774854e+02	2.165382062590112788e+00	2.732916139981556025e-01	2.099905134829152864e+00	2.820042299999999891e+00	3.978731334355548199e+01	1.210757600000000093e+04	2.179805958869353577e-01	4.487925338139591247e+01	2.220249740676207839e+00	6.773851869392200342e+01	1.598884702446202732e+00
2.150124020953737336e+00	8.002696033305305434e+01	1.439069963619472148e+00	4.275083242190283461e-02	6.595402797814925444e-01	5.893136500000000222e-01	1.734038699999999835e+02	5.217136800000000108e+01	1.994640640893321007e-02	2.255752380000000130e+02	3.008662263420072147e-01	1.286441691342294247e+00	2.812125943669307571e+00	6.179620210645991207e+00	4.740550247026516395e+00	1.027777874724474430e+02	2.155461740094895440e+00	2.325041333948918779e-03	5.952782345635860395e+00	5.925312899999999772e+00	2.377059565576450950e+01	8.453417100000000573e+03	1.840836628464033731e-01	3.646230851445010046e+01	1.120398996747076881e+00	7.900719181668291924e+01	1.194785892432953966e+00
5.849265239890976131e-01	8.887972899040306629e+01	3.999465165511707720e+00	2.617025257737612964e-01	1.156508951504395588e+00	-9.191828499999999957e-01	1.333247800000000041e+02	7.923575600000000918e+01	1.148688037853985988e-01	2.125605360000000132e+02	5.943062947488080283e-01	2.716106213076205034e+00	9.713093106699951518e-01	5.388312484809771874e-01	2.822551390148856143e+00	8.554848964129850231e+01	6.501357743436585457e-01	2.858876453461793865e-01	6.116064519556167589e+00	2.524661399999999833e+00	3.188973540877059420e+01	1.105185800000000017e+04	3.294478470680438087e-01	3.577111122290788359e+01	1.215797591811443645e+00	5.365875423252791165e+01	1.484679003583325496e+00
6.407338236529421804e-01	1.019346357095654128e+02	2.447656722614848235e+00	3.750254305227908036e-01	2.642218610568018988e+00	7.027368899999999474e-01	1.358253799999999956e+02	1.013739900000000063e+02	-1.355987387319964876e-01	2.371993699999999876e+02	7.463552835265397922e-01	3.063857578587036112e+00	2.094901400890577747e+00	9.084251708976029960e-01	4.743953755462340993e+00	7.212430197943234589e+01	8.075866071226146525e-01	7.831366363024343524e-01	3.137631644091643857e+00	5.694455099999999881e+00	3.082440002947712898e+01	1.877808099999999831e+04	6.231915920832947764e-01	3.099487341842486643e+01	2.496908274310681020e-01	4.129990194995522756e+01	2.288757928882861226e+00
9.749984208614720371e-01	3.684445736065234911e+01	3.610118570775657787e-01	3.858973268387576039e-01	4.244312845724940164e-01	7.390165400000000551e-01	4.949121900000000096e+01	3.636491399999999885e+01	8.493548972648883311e-01	8.585613299999999981e+01	7.347750719173029577e-01	6.537258836706671961e-01	3.622472200081840121e+00	3.286646970136350099e+00	2.925635113058784764e+00	4.321209497095190244e+01	9.488303484676200439e-01	9.370929982203103359e-01	6.276969554623969216e+00	6.012059599999999726e+00	1.830275907463126117e+01	6.676068800000000010e+03	8.982103395547815783e-01	1.854411717590049591e+01	3.521040524705805197e-01	2.490933589632064482e+01	9.868542142590940314e-01
2.138255940885508188e+00	3.087948766038064718e+01	1.491126852987653351e+00	4.316262144101288833e-01	7.091879598508521454e-01	-5.881257800000000424e-01	5.862326800000000304e+01	2.243802499999999966e+01	3.722895130022944032e-01	8.106129300000000626e+01	3.827494741507757592e-01	5.419731597367726667e-02	3.266428546209982020e+00	6.020493584737026893e+00	4.529366731749373542e+00	4.227500076011403962e+01	2.125881609181496046e+00	6.627986165380725936e-01	4.915302302379304322e+00	2.262256900000000126e+00	1.170185533470898065e+01	6.102312200000001212e+03	3.873749353525303141e-01	1.610423811417027196e+01	1.491185334383951622e+00	3.057314542540505542e+01	9.174758496156047993e-01
9.825404224026818012e-01	7.489611180722894801e+01	9.587546232386578993e-01	3.625774316348430726e-01	2.526869763286292425e+00	9.196132399999999985e-01	1.689479800000000012e+02	4.727674499999999824e+01	-5.400399809397556927e-01	2.162247249999999781e+02	2.798301879667339231e-01	1.371043905800335416e+00	3.675310563270410835e-01	3.497859589573599326e+00	2.539104966334940983e+00	1.106000681310547122e+02	1.070006912549232858e+00	6.286755864893611712e-01	1.947076500259564469e+00	6.671264000000000083e-01	2.418230023423316055e+01	6.411455399999999827e+03	7.660079538465239812e-01	3.830974958405248998e+01	2.547075904951986214e+00	8.641776789682155879e+01	9.550143924304469456e-01
8.733996686292933020e-01	9.132389610924602152e+01	6.143998140332093350e+00	8.599866655828690698e-01	1.172953568405326497e+00	1.156021100000000024e+00	1.286407800000000066e+02	8.622911100000000317e+01	3.412513051345686388e-01	2.148698910000000240e+02	6.703092984977236934e-01	2.047982683350432875e+00	4.846230889670647968e-01	3.425686817421039532e+00	3.564873984268532414e+00	7.542497103662662994e+01	9.835554729551679864e-01	9.328426872669145498e-01	3.612134981767103792e+00	6.479252199999999684e-01	3.026868105819936616e+01	1.447070199999999932e+04	3.777000912479235306e-01	3.205708434501779180e+01	6.025941152235269049e-01	4.515628997842726022e+01	1.848789837727063290e+00
2.728867899181574241e+00	8.002696033305305434e+01	1.439069963619472148e+00	4.275083242190283461e-02	6.595402797814925444e-01	-4.679724100000000053e-01	1.734038699999999835e+02	5.217136800000000108e+01	1.994640640893321007e-02	2.255752380000000130e+02	3.008662263420072147e-01	2.335767809568537690e+00	4.298776622249473434e+00	6.179620210645991207e+00	4.740550247026516395e+00	9.952915034927583804e+01	2.714029956931289789e+00	2.325041333948918779e-03	1.151478727878742836e+00	2.544277000000000122e+00	2.301924615324753631e+01	9.083609200000000783e+03	1.840836628464033731e-01	3.530979480550950456e+01	1.120398996747076881e+00	7.650990419602828752e+01	1.266423828681275454e+00
1.226137212711201574e+00	1.650015032908702608e+02	5.828967904867757177e+00	4.999999552265694813e-01	1.930488156717371950e+00	-7.203717499999999774e-01	2.334136200000000088e+02	1.551867799999999988e+02	-5.479575634813200471e-04	3.886003999999999792e+02	6.648574320555930006e-01	2.159521648339572941e+00	6.223694076564554756e+00	9.543644364545551539e-01	1.408581838766383543e+00	9.678927098260936646e+01	1.188704534510768740e+00	5.341849389801913706e-01	3.033195961211678782e+00	2.759893700000000116e+00	3.865259866520617038e+01	2.619900800000000163e+04	5.704308318909896425e-01	4.109716617522254722e+01	1.054836095671304985e+00	5.813667231740320318e+01	3.014911942769171738e+00
1.016071021750427628e+00	3.163573848036384817e+01	3.652217392940424023e+00	4.040555823489244136e-01	4.784348520526359172e-01	5.163387699999999469e-01	5.269380600000000214e+01	2.570207200000000114e+01	5.473924714553712878e-01	7.839587800000001039e+01	4.877626793555204787e-01	5.651339267203862038e-01	1.358060753360659234e+00	2.440187408756102627e+00	5.071155322995264392e+00	4.803224368301007985e+01	1.191590975964103016e+00	8.776369833878386872e-01	1.159217180115170720e+00	5.785429200000000272e+00	1.574736091943852223e+01	3.867156199999999899e+03	7.214988787756997368e-01	1.938284943732392662e+01	1.470328582891778035e+00	3.228488276357155229e+01	6.321510716296211418e-01
2.516052537657336163e+00	3.543026121763547565e+01	6.178025565659994278e+00	9.277358981141499428e-02	1.778859766696111899e+00	7.356241599999997494e-01	1.792854499999999973e+02	1.228923700000000352e+01	-4.567137372994242023e-02	1.915746870000000115e+02	6.854564606330296184e-02	7.663382373342314535e-01	6.095398213237079865e+00	5.313474376145244982e+00	5.418634117664836936e+00	1.262002636760708185e+02	2.597542403420740609e+00	9.481856303201093017e-02	3.798424668322875064e+00	5.388123300000000171e+00	8.095563010251588310e+00	3.040405499999999392e+03	9.776468177972896800e-01	2.333976569554652158e+01	2.021909790833866349e+00	1.181047006658192231e+02	5.180212894937479273e-01
1.720997096247570690e+00	4.485363871648258538e+01	3.738307346860778591e+00	1.430594286702895068e-02	1.227352218186987809e+00	7.365326300000000215e-01	2.192739699999999914e+02	1.594031700000000384e+01	1.036586327415569934e-02	2.352142870000000130e+02	7.269589272269755265e-02	1.710782611879605231e+00	6.013446354356080548e+00	4.554770134778141966e+00	8.164627879173619318e-01	6.365819823034144775e+01	1.714201464622148841e+00	5.004521493038629511e-03	5.249385500647704816e+00	4.088271999999999906e+00	4.314074082755363193e+00	2.288819299999999930e+04	2.836717099564698974e-01	1.213915132955323450e+01	1.095626804606042448e+00	5.934412414758607923e+01	2.694956714748638404e+00
1.721023554713986714e+00	2.753523118687436266e+01	5.285049580813021564e+00	5.167934047235884787e-01	6.177826701786075514e-01	9.074732100000000301e-01	7.017423199999998928e+01	1.579105899999999707e+01	4.687397104883569976e-01	8.596529100000000767e+01	2.250264598549507888e-01	1.311598973839098070e+00	2.727485069448404076e+00	1.806351387209863546e+00	2.804487113576428658e+00	6.063231683140330119e+01	1.854332680161182356e+00	8.922089854752178750e-01	5.047127229716001917e-01	6.169496299999999600e+00	1.113761706909573945e+01	2.353207899999999881e+03	8.552181730780268332e-01	1.942091793010394696e+01	2.490520978371931093e+00	4.949469976230754753e+01	4.178130655808289795e-01
2.378655303055154935e+00	3.424017408923343453e+01	1.173285139630369400e+00	2.334645582532526020e-01	2.844998716336828437e-01	9.642776600000000364e-01	5.917376300000000100e+01	2.694397199999999870e+01	5.796515891392685083e-01	8.611773499999998194e+01	4.553364638987045243e-01	2.488390615278161799e-02	4.805052060688903559e+00	4.936034150304299928e+00	3.762749010673930528e+00	4.970993378086184578e+01	2.304134651047218263e+00	8.317894727808767819e-01	6.651609939040072916e-01	3.139104400000000128e-01	1.555292953203420758e+01	4.627421299999999974e+03	2.832809581026666801e-01	1.976453266706301548e+01	1.212489214377216351e+00	3.415700424882764707e+01	7.324049430368585467e-01
2.835832176825998197e+00	7.290098880334821274e+01	3.844902847940513180e+00	2.201388640558142040e-01	2.956913993885007308e+00	5.794244299999999903e-01	1.534076799999999992e+02	4.866431800000000152e+01	-1.947653428618552063e-01	2.020719980000000078e+02	3.172221755781718389e-01	2.116217318135352521e+00	2.430333499975886102e+00	4.330769290282381334e-01	2.871359388267312074e+00	7.615253956725329942e+01	2.884488101646631275e+00	1.484071641899745442e-01	5.105840158415611896e+00	5.737779699999999927e+00	1.833955935848368668e+01	1.261822600000000057e+04	8.772965922027013974e-01	2.747335350412512156e+01	1.979752536589601597e+00	5.781298020876960919e+01	1.653516207710214125e+00
7.260741968767135956e-01	1.120822290504126784e+02	5.140310210994158524e+00	4.422559367574964151e-01	5.956090640551419124e-01	-6.616701799999999967e-01	2.744350000000000023e+02	6.631314100000000167e+01	4.393003861747343253e-01	3.407481410000000324e+02	2.416351449341374025e-01	7.602197867284999667e-03	3.744773237878424865e+00	2.747669245301208818e+00	3.890544341486636970e+00	1.299444860418443284e+02	5.065910135312547968e-01	7.883166709232707348e-01	2.110961231220628953e+00	2.925028800000000206e+00	2.528855183120530725e+01	1.232563199999999961e+04	6.376403348460280007e-01	4.274261806869299818e+01	2.339579066501300542e+00	1.046559342106390176e+02	1.622259330728918370e+00
2.508191870781728117e+00	6.550773644426779185e+01	2.459488082916903906e+00	3.542748663638050632e-01	1.553769677541912309e+00	-6.927329000000000958e-01	1.677511100000000113e+02	3.742830699999999666e+01	3.945342551670250053e-02	2.051794169999999724e+02	2.231180884585502455e-01	2.649672032130935495e+00	5.923573901358753169e+00	4.368049633846908364e+00	1.908561550930004458e+00	1.074603353896676765e+02	2.486613206880006199e+00	3.543262259114562940e-01	9.236271969263244452e-01	2.881880000000000219e+00	1.960264085986483806e+01	6.035809699999999793e+03	2.941676936830140976e-01	3.430891573748342438e+01	8.719743969560558305e-01	8.785769452980285621e+01	9.093502384483345136e-01
1.902899241694945287e+00	1.029864586294085598e+02	3.980549711316035744e+00	1.034066879968737196e-01	1.535322890479568381e+00	-2.804655899999999868e-01	1.603665600000000211e+02	8.878530899999999804e+01	3.847950179418070400e-03	2.491518690000000049e+02	5.536397924854160602e-01	9.492261799039588555e-01	1.276854098572018037e+00	4.436846808790972041e+00	4.562970974749367969e-01	8.200314695929581887e+01	1.989591272986306780e+00	1.034717837895134940e-01	2.977180293382633014e-01	2.181717799999999929e+00	2.922183474270260817e+01	1.630541900000000169e+04	1.678030199688019253e-01	3.389584728262595803e+01	1.545944057321032350e+00	5.278131221659321426e+01	2.038320823512692392e+00
1.196020895555766739e+00	7.463576742638947792e+01	4.106456900106883801e+00	4.233352175799116046e-01	8.137570242655300934e-01	4.907851899999999823e-01	1.395966200000000015e+02	5.491420400000001223e+01	2.028302529077647409e-01	1.945108240000000137e+02	3.933777479712617375e-01	1.272777774595381217e+00	5.533690931646156663e+00	3.212798899459891278e+00	5.389527306532593265e+00	1.091027127951213771e+02	9.736143202570691768e-01	5.824064145790200930e-01	4.636783636462480374e+00	5.417362699999999975e+00	3.080182636717793443e+01	5.020569199999999910e+03	8.102688565074565030e-01	4.186381266764283282e+01	1.947871248501967578e+00	7.830088642794343912e+01	7.828229841109662912e-01
5.765495683615949885e-01	6.162015414619722264e+01	4.855943056654487222e+00	7.445790362415331820e-02	5.218584210852398320e-01	-6.462959600000000027e-01	1.692546700000000044e+02	3.335958499999999560e+01	7.000879060294018519e-02	2.026142550000000142e+02	1.970969840891244051e-01	2.060379632251606807e+00	1.086022564243688038e+00	4.632499478972542661e-01	1.890492198422352832e+00	1.116401112380834064e+02	6.185661641064034155e-01	6.700282661611853263e-02	5.075350439513860223e+00	2.411308800000000030e+00	1.838107481754577321e+01	5.274102899999999863e+03	4.760752417052444008e-01	3.395260053834466873e+01	1.293105778279815432e+00	9.325903642053762610e+01	8.148876130005404672e-01
1.805994321723408014e+00	8.871366119595609234e+01	9.327074861478399370e-01	3.981638529330353560e-01	2.487446705065675001e+00	-7.231282799999999567e-02	1.030076100000000281e+02	1.008169900000000041e+02	-3.337876379750873701e-01	2.038246000000000038e+02	9.787334159097565989e-01	2.810430851172192046e+00	1.857122123373338374e+00	1.296695757054536102e+00	3.639882709066959987e-01	7.164616956238239709e+01	2.092741461513694556e+00	5.880950799043039856e-01	3.844058224173766192e+00	5.088433400000000439e+00	3.543807352159165447e+01	1.443319699999999830e+04	4.535636283986693162e-01	3.118364521527437816e+01	2.022534259965993009e+00	3.620809604079074973e+01	1.844877838479971777e+00
2.484391993213958205e+00	4.808659904092158399e+01	1.370369868712270289e+00	9.133601657369080362e-01	1.704293482533615567e+00	3.747137400000000174e-01	1.054490600000000029e+02	3.104837600000000108e+01	5.069452626320231775e-02	1.364974360000000217e+02	2.944395711066556953e-01	2.955700717168371128e+00	5.166895781725807879e+00	3.434754588744557413e+00	2.064384720032287568e+00	5.433784668776408466e+01	1.835643147766194305e+00	9.215597617710247214e-01	9.541151685296136442e-01	4.252546299999999668e+00	1.235995301034118832e+01	1.130303800000000047e+04	6.571917804781118866e-01	1.914264709281118115e+01	2.328414815620955536e-01	4.197789367742289102e+01	1.512014080799723770e+00
9.400424609009472299e-01	3.693917742991897768e+01	5.396421621745620456e+00	3.933894661944024040e-01	4.186451916220893521e-01	-1.188949699999999998e+00	6.141416900000000112e+01	3.005901300000000020e+01	7.319832236117252977e-01	9.147318199999999422e+01	4.894475247234885140e-01	2.549527490119475992e+00	2.534594463447248813e+00	3.111239027126741163e+00	3.998002712560707383e+00	5.279625536217491089e+01	1.008163873047252190e+00	9.676929672586872533e-01	4.798768012459166954e-01	3.425428800000000162e+00	1.734938362899560360e+01	4.628693199999999706e+03	4.906756318376411241e-01	2.132045919708675186e+01	5.388668621144107052e-01	3.544687173317930728e+01	7.325695046458653437e-01
4.306524950861153611e-01	3.659342047852754121e+01	2.495401086844724503e+00	3.439186563052250012e-01	3.644630452359706729e-01	-3.439616599999999885e-02	6.893292199999999070e+01	2.676354399999999956e+01	7.461102398055905471e-01	9.569646600000000092e+01	3.882548892965830833e-01	5.534116865693794463e-01	1.252436318022337181e-01	2.451015600845408926e+00	6.238799821180271543e+00	5.899206458071250836e+01	4.111709800065088127e-01	9.648503667981687126e-01	3.407669557518218095e-01	5.421555200000000241e+00	1.649838057819962600e+01	3.793298200000000179e+03	9.525384938029498594e-01	2.255800568537676654e+01	1.199109806308181980e+00	4.249368400251287881e+01	6.221921826293906888e-01
1.391521302231762736e+00	4.999096570543251516e+01	3.548574703717848333e+00	1.626421621433401798e-01	1.049952848040005104e+00	5.303814100000000531e-01	6.111572600000000222e+01	5.399764600000000314e+01	1.660359338598882961e-01	1.151133719999999983e+02	8.835311225788269329e-01	7.969487161963410005e-01	3.030929975266145160e+00	4.403080801509963393e+00	8.545060977921146161e-01	3.084020837692961337e+01	1.396876083713375127e+00	1.875054260415597029e-01	2.567002220871704044e+00	2.332833400000000168e+00	1.446659606586522351e+01	2.327433400000000256e+04	2.491067514860489107e-01	1.339315991298978759e+01	7.773564223801515682e-02	1.637361231106439163e+01	2.732574390973049550e+00
1.492625368881800307e+00	3.210042380823801267e+01	3.182028709462199068e+00	3.749814226038713505e-01	3.897873961514953245e-01	-5.028938200000000469e-01	6.915160400000000607e+01	2.102557600000000093e+01	6.493196995207403122e-01	9.017718000000000700e+01	3.040504454531525180e-01	2.914336194252475920e+00	2.148937641239239971e-01	5.688197697120067176e+00	2.506168987657868108e+00	6.289882349988985055e+01	1.525117322027918831e+00	9.868145966995325313e-01	2.852939737915471952e-02	2.400089799999999940e+00	1.466539532293558068e+01	2.459443800000000010e+03	8.205078611825181722e-01	2.239013119933473916e+01	1.838737446155084720e+00	4.823342817695426987e+01	4.336862755494613197e-01
9.235268466137798171e-01	2.082606484771974564e+01	4.344662976475373029e-01	1.105184058528464047e-01	1.397077710588873867e+00	-1.237901199999999813e+00	3.856442299999999790e+01	1.545261999999999958e+01	1.218455123668784751e-01	5.401704300000001524e+01	4.006962583104121678e-01	2.141838648639539766e+00	3.850978787966920613e+00	3.158165444179623638e+00	2.723699146532085447e+00	3.450983162116065017e+01	8.973842761112187372e-01	1.122072563710114906e-01	3.765910825881891438e-02	3.258365099999999792e+00	9.872204857747938433e+00	3.377288300000000163e+03	4.714762398814025812e-01	1.330513392275435969e+01	6.422743119218965457e-01	2.463762676341269753e+01	5.652653305580891407e-01
3.757526651307464827e-02	8.018024562337836869e+01	6.018543708451265850e+00	1.842309316535104546e-01	2.216614001837636128e+00	-9.116601399999999522e-01	1.221911900000000060e+02	7.046991700000000947e+01	2.303022247843100057e-01	1.926611070000000154e+02	5.767184770031291707e-01	2.562211928732899047e+00	1.803836542316814340e+00	4.105678311868350860e+00	4.370319910596671242e+00	6.142331797138890437e+01	5.520820678761478861e-02	2.306900898621012386e-01	1.656483760825292251e+00	2.939802500000000762e+00	2.246689114740934556e+01	1.726970300000000134e+04	8.753931468232809543e-01	2.556269295156096177e+01	1.070951347455615238e-01	3.895642682397955525e+01	2.136611849749665559e+00
2.437764665782899964e+00	9.776103063111411018e+01	1.863608199802765597e+00	4.986364405720720150e-01	8.702221120628488293e-01	-7.514943899999998456e-01	4.156621699999999464e+02	3.836147299999999660e+01	4.171318786314883176e-01	4.540236429999999928e+02	9.229002725939672303e-02	2.499723854900400610e+00	4.003286520306928331e+00	4.971135152229670950e+00	3.107526952426905797e+00	2.383177489617972356e+02	2.036124197826337134e+00	6.522624085637317437e-01	4.871946166758560182e+00	2.282671600000000023e+00	2.013599959643238435e+01	6.001238400000000183e+03	8.610676193015400770e-01	5.131492404723165635e+01	1.112705768181512234e+00	2.181817493653648228e+02	9.051188800578205962e-01
8.837974906663988994e-01	3.236070993844094090e+01	1.749117240819709096e+00	7.313903968471078265e-01	8.811498545000493454e-01	3.634422400000000275e-01	7.367861200000000110e+01	2.027662300000000073e+01	5.374766544319669048e-01	9.395523500000000183e+01	2.752036506876648914e-01	1.180848308782369793e+00	3.224346927411300356e+00	4.532148445591420938e+00	2.783031204771711842e+00	5.834808114634410714e+01	7.756471486607154908e-01	9.480465196205856149e-01	4.963911253327720985e+00	5.628997200000000589e+00	1.259218865428655754e+01	3.705177999999999884e+03	5.044430657733570689e-01	2.009664846712858477e+01	9.372607223774144236e-01	4.575589249205754783e+01	6.102540675562031502e-01
2.644430609477260052e+00	1.451920637571148518e+02	6.090741492691399195e+00	8.644206037381516605e-01	1.051491918541137105e+00	-3.059679799999999728e-01	2.092298299999999927e+02	1.342502299999999877e+02	5.533543848306619051e-01	3.434800600000000372e+02	6.416400089795990525e-01	1.845225221336056043e+00	5.403110544088292500e+00	5.797650024654450007e+00	5.990093839142637044e+00	1.271119961066367949e+02	2.390837674028215787e+00	9.956874632899335165e-01	2.974290134331976532e+00	2.003397899999999954e+00	4.968211171581572927e+01	1.307604099999999926e+04	8.808575328512801006e-01	5.373136665636119602e+01	7.481115760357257560e-01	7.742988439082104435e+01	1.702184455602819169e+00
1.469311670491587174e+00	3.812955402345513534e+01	5.188608673470618271e-02	2.971167404920633248e-01	3.213339227275308074e-01	-1.065425300000000020e+00	6.624877899999999897e+01	2.986686900000000122e+01	6.948670550076742058e-01	9.611564799999999309e+01	4.508289730139781182e-01	3.704283656213393505e-01	4.114225779854980836e+00	3.445921785964799255e+00	3.394035699230092629e+00	4.066832259984300180e+01	1.409975387772712363e+00	9.407415406888528508e-01	1.080154083932379550e+00	2.996148799999999834e+00	1.263722909654888227e+01	9.949650099999998929e+03	6.226260078370474682e-01	1.613332517525153875e+01	1.146554630479353909e+00	2.803109350329411953e+01	1.363403303985078585e+00
3.555091602691082819e-01	5.676892688236377893e+01	5.230728659851234141e+00	5.977575998111825939e-01	1.872180455306871494e+00	-1.361013199999999923e+00	1.002674900000000235e+02	4.384553900000000226e+01	-5.333119965851618183e-02	1.441130289999999832e+02	4.372856944957932979e-01	2.725021235964321331e+00	2.500596889346268004e+00	3.262604465146293098e+00	4.315061112474644744e+00	4.125354358020525325e+01	3.980589437461716229e-01	6.259723414914427631e-01	1.586149882855989901e+00	3.184318900000000063e+00	1.255114729379596561e+01	2.083407200000000012e+04	3.313971196338741376e-01	1.625057370172325122e+01	7.177495636085685637e-01	2.870239628640930363e+01	2.493349091813531704e+00
8.180764576568422264e-01	8.047121669472429062e+01	1.321758195075023679e+00	7.111698871042587689e-01	1.474987111265583017e+00	-8.923943399999998416e-01	1.199361499999999978e+02	7.215883599999999376e+01	3.365545346774276997e-02	1.920949860000000058e+02	6.016437579495422794e-01	1.760285021380977533e+00	2.502962962680854275e+00	3.444749818667265817e+00	2.122991623592241694e+00	8.882525835353969512e+01	9.733765242663632300e-01	7.144464765832095887e-01	4.118938377202711720e+00	2.625137699999999796e+00	3.336644742091654336e+01	8.173234499999999571e+03	7.982525834841035506e-01	3.721011548387088652e+01	1.600871497634524188e+00	5.545881093262313755e+01	1.162616687647889169e+00
2.140186937496276531e+00	1.157060807482254035e+02	2.219900442924469530e+00	4.646314936192045275e-01	8.407683176101385936e-01	7.469392000000000253e-01	1.706834000000000060e+02	1.047280499999999961e+02	-8.315628078012690313e-03	2.754114500000000021e+02	6.135807582928392012e-01	1.968001703274431247e+00	7.967556593062908865e-01	7.871596694376403747e-02	4.142000831198880739e+00	1.013214417984019775e+02	2.288331253140692301e+00	6.235360997944754402e-01	2.305036817210047495e+00	6.134556400000001908e+00	3.852852531270988123e+01	1.322723200000000361e+04	9.091972978311331222e-01	4.256724593785958888e+01	2.448771073124469400e+00	6.279291648569209627e+01	1.718195133345839842e+00
9.653241765418916209e-01	9.708734446087294145e+01	2.698002898930536020e+00	5.580536750553860559e-01	2.103606081570975839e+00	-8.274493200000000437e-01	1.453030200000000036e+02	8.673235300000000336e+01	-4.576474887372613404e-02	2.320353729999999928e+02	5.969067470173710088e-01	4.899357124707606759e-01	4.943360702438286403e+00	5.509866282363559797e+00	2.811863383433022889e+00	7.925165489158904109e+01	6.531711850135036856e-01	6.478575945516790169e-01	5.315115463548159447e+00	3.079803500000000138e+00	2.962342516583226981e+01	1.523170599999999831e+04	4.319005276027416684e-01	3.316017130523427170e+01	1.183526090160129524e-01	4.962822972575676772e+01	1.927830003265027958e+00
2.305951602081142582e+00	7.475722362644494012e+01	5.777716760929977546e+00	4.923030414851721215e-01	1.337329365740782317e+00	-8.504471099999999506e-02	2.813221700000000283e+02	3.203040299999999974e+01	1.738516119698730877e-01	3.133525730000000067e+02	1.138566612080377516e-01	3.542127991092102746e-01	4.109643263495793342e+00	5.186448626826368979e+00	5.691917173075976777e+00	1.427957485654386005e+02	1.664865107137560418e+00	5.060315999768983941e-01	1.221222839875170330e+00	2.307517799999999841e+00	1.459635492840733839e+01	8.450142400000000634e+03	9.496874922538486308e-01	3.406710085770413343e+01	7.838767936655701707e-01	1.281993936370312781e+02	1.194411081198266888e+00
1.358865469939271708e+00	6.147113005805606178e+01	1.817897490884805123e+00	2.439760613132039013e-01	2.236213941274772576e+00	-3.308905000000000318e-01	1.664686100000000124e+02	3.364155200000000434e+01	-1.483692071147051372e-01	2.001101620000000025e+02	2.020894629924523955e-01	3.024302870296652124e+00	2.831870953555756909e+00	6.245739448277605632e+00	4.427841957392800509e+00	9.734470932744932270e+01	1.497106062724179898e+00	3.101420742237510075e-01	4.248679243934732952e+00	2.337570200000000042e+00	1.636512143128578955e+01	7.255287999999999556e+03	1.530557055440451841e-01	2.990297557967745590e+01	1.132577505467754264e+00	8.097958789616353670e+01	1.055686060213781197e+00
2.816919132905910228e+00	3.408855564032578656e+01	3.643275580266666314e+00	3.287678222305385756e-01	5.200528689020075257e-01	6.204992099999999677e-01	5.901592999999999734e+01	2.678390500000000074e+01	6.711061805967893923e-01	8.579983500000000163e+01	4.538419541977902760e-01	7.409448553289692541e-01	4.393846596199568744e+00	1.437130944169461522e+00	4.077040671082380996e+00	4.653178578527997189e+01	2.710676989771203971e+00	6.616031571226713703e-01	4.050940772458649697e+00	5.762506600000000034e+00	1.452570310832519951e+01	5.505728499999999258e+03	9.904590362719194463e-01	1.848723099275467163e+01	4.661674872673665093e-01	3.200608267695477593e+01	8.438973177586966967e-01
1.722125152312126373e+00	7.312040141646859581e+01	1.906244508121845982e-01	2.470771928641714577e-01	6.254379602270353500e-01	-8.012793400000000066e-01	1.667553899999999771e+02	4.575566899999999748e+01	1.760997394317834197e-01	2.125110590000000172e+02	2.743879463206557179e-01	1.674199818992095468e+00	1.716480091734041702e+00	2.495717834746530528e+00	2.305093383934345486e+00	9.300921002096676204e+01	1.920904964636780843e+00	4.220278174631604262e-01	4.605809710497609899e+00	2.893848699999999941e+00	2.002577488294779684e+01	9.246946299999999610e+03	4.864168806678625390e-01	3.200243226947414144e+01	2.650943119397592529e+00	7.298343513801894744e+01	1.284838877269190105e+00
